LABNR,GR,C14AGE,C14STD,C13,COUNTRY,SITE,MAR,MATERIAL,SPECIES,PHASE,LOCUS,SAMPLE,CULTURE,PERIOD,calBC68,calBC95,REGION,LATITUDE,LONGITUDE,INCONGR,NOTICE,REFERENCE,ID
GrN-2660,---,"7570","35",0,Syria,Halaf,"-",charcoal,---,"transition ""Altmonochrome"" / Halaf","transition ""Altmonochrome"" / Halaf",---,"Chalc., Middle",CH, 6440 +- 30,6500 - 6380,03.03 Khabur region,36.81,40.06,---,"Banadora: debut de l'epoque Halaf, cf. Chagar Bazar; Banadora: tranche avec contexte de ceramique Halaf, pr�s de la transition avec la Altmonochrom","Vogel and Waterbolk 1964, Bernbeck 1994, Chataigner 1995","1233"
TK-802,---,"6290","220",0,Syria,Kashkashok II,"-",n.d.,---,level 4 (foyer Pa),level 4 (foyer Pa),---,---,PN, 5200 +- 240,5680 - 4720,03.03 Khabur region,36.71,40.59,---,---,Matsutani 1991,"1645"
TK-860,---,"7490","110",0,Syria,Kashkashok II,"-",n.d.,---,level 3,level 3,---,---,PN, 6340 +- 100,6540 - 6140,03.03 Khabur region,36.71,40.59,---,Banadora: les dates sont inversees par rapport � la stratigraphie,"Matsutani 1991, Bernbeck 1994","1644"
TK-803,---,"7730","90",0,Syria,Kashkashok II,"-",n.d.,---,level 3,level 3,---,---,PN, 6580 +- 90,6760 - 6400,03.03 Khabur region,36.71,40.59,---,---,"Matsutani 1991, Bernbeck 1994","1642"
TK-859,---,"7880","110",0,Syria,Kashkashok II,"-",n.d.,---,level 3,level 3,---,---,PN, 6800 +- 170,7140 - 6460,03.03 Khabur region,36.71,40.59,---,---,"Matsutani 1991, Bernbeck 1994","1643"
UM-1817,---,"6584","100",0,Syria,Leilan,"-",wood,grain and wood,"Perid VI, Stratum 58 (Late Northern Ubaid)","Perid VI, Stratum 58 (Late Northern Ubaid)",---,Obeid,CH, 5530 +- 80,5690 - 5370,03.03 Khabur region,36.89,41.38,---,---,Weiss 2000,"1827"
GrN-9831,---,"8170","100",0,Syria,Sinn,"-",n.d.,---,level XIII,level XIII,---,---,ACN, 7200 +- 140,7480 - 6920,03.04 Deir-es-Zor Mari region,35.28,40.36,---,---,Roodenberg 1979,"2732"
GrN-9832,---,"8280","40",0,Syria,Sinn,"-",n.d.,---,level XIV,level XIV,---,---,ACN, 7330 +- 110,7550 - 7110,03.04 Deir-es-Zor Mari region,35.28,40.36,---,---,Roodenberg 1979,"2731"
GrN-9833,---,"8650","50",0,Syria,Sinn,"-",n.d.,---,level XIV,level XIV,---,---,ACN, 7690 +- 70,7830 - 7550,03.04 Deir-es-Zor Mari region,35.28,40.36,---,Banadora: date rejetee par le physicien (echantillon trop petit) et par le fouilleur (trop ancienne),Roodenberg 1979,"2733"
BETA-66850,---,"9510","200",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,PPNA,EP, 8870 +- 280,9430 - 8310,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1247"
BETA-66852,---,"9600","180",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 8970 +- 250,9470 - 8470,04.03 Upper Tigris basin,38.23,41.25,or STD +- 200?,---,"Rosenberg et al. 1995, Thissen 2002a","1248"
BETA-47253,---,"9730","300",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9250 +- 490,10230 - 8270,04.03 Upper Tigris basin,38.23,41.25,---,Rosenberg 1994a: small carbon sample,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a","1241"
BETA-55050,---,"9840","50",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9330 +- 70,9470 - 9190,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a","1243"
BETA-66856,---,"9870","110",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9450 +- 190,9830 - 9070,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1251"
BETA-67463,---,"9890","90",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9460 +- 170,9800 - 9120,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1254"
BETA-66854,---,"9930","110",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9530 +- 200,9930 - 9130,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1249"
BETA-67464,---,"10000","80",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9580 +- 190,9960 - 9200,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1255"
BETA-46647,---,"10040","160",0,Turkey,Hallan Cemi,"-",charcoal,---,"lower level (""architectural level""), below house floor","lower level (""architectural level""), below house floor",---,Hallan Cemi,EP, 9700 +- 290,10280 - 9120,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a","1237"
BETA-55049,---,"10050","80",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9660 +- 200,10060 - 9260,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a","1242"
BETA-47211,---,"10060","120",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9700 +- 260,10220 - 9180,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a","1239"
BETA-66855,---,"10060","90",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 9680 +- 220,10120 - 9240,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1250"
BETA-66858,---,"10320","110",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 10200 +- 260,10720 - 9680,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1252"
BETA-55051,---,"10500","170",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 10440 +- 280,11000 - 9880,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a","1244"
BETA-67462,---,"10520","190",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 10450 +- 300,11050 - 9850,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg et al. 1995, Thissen 2002a","1253"
BETA-55052,---,"10590","170",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 10540 +- 260,11060 - 10020,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a","1245"
BETA-56102,---,"10590","260",0,Turkey,Hallan Cemi,"-",charcoal,---,---,---,---,Hallan Cemi,EP, 10450 +- 370,11190 - 9710,04.03 Upper Tigris basin,38.23,41.25,---,Rosenberg 1994a: small carbon sample (2 g),"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a","1246"
BETA-46649,---,"10800","220",0,Turkey,Hallan Cemi,"-",charcoal,---,"upper level (""pit level"")","upper level (""pit level"")",---,Hallan Cemi,EP, 10740 +- 270,11280 - 10200,04.03 Upper Tigris basin,38.23,41.25,---,---,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a","1238"
BETA-47252,---,"11700","460",0,Turkey,Hallan Cemi,"-",charcoal,---,"lower level (""architectural level"")","lower level (""architectural level"")",---,Hallan Cemi,EP, 11780 +- 530,12840 - 10720,04.03 Upper Tigris basin,38.23,41.25,---,Rosenberg 1994a: small carbon sample,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a","1240"
